rank,game_id,match,pick,odds,units,confidence_pct,reason,predicted_score,bet_home_spread,bet_home_ml,bet_away_spread,bet_away_ml,bet_over,bet_under,home_money_line,away_money_line,tie_money_line,total_score,over_odds,under_odds,home_spread,home_spread_odds,away_spread,away_spread_odds,model,start_time,start_time_pt,timestamp,date
9,261869,Pacers vs Cavaliers,Pacers +4.5,-110,1,75,"Cleveland has been one of the worst ATS teams, and Indiana has been slightly profitable; taking +4.5 at home fades a poor favorite profile consistent with past edges.",118-116,1,0,0,0,0,0,160,-191,,231.5,-110,-110,4.5,-110,-4.5,-110,perplexity,2025-12-02T00:00:00.000Z,2025-12-01 16:00:00-08:00,2025-12-01 22:19:00+00:00,2025-12-01
10,261875,Jazz vs Rockets,Under 234.5,-110,1,74,"League-wide totals trends are modestly balanced, and large numbers like 234.5 in games with a double-digit favorite often tilt under when the dog struggles to score, which has been a past angle.",116-110,0,0,0,0,0,1,472,-650,,234.5,-108,-110,11.5,-105,-11.5,-115,perplexity,2025-12-02T02:00:00.000Z,2025-12-01 18:00:00-08:00,2025-12-01 22:19:00+00:00,2025-12-01
1,261876,Nuggets vs Mavericks,Mavericks +11.5,-115,3,92,"The Mavericks have shown they can keep games competitive. 11.5 is a massive spread for a road game against a top team. Our historical data strongly favors the away underdog spread, making this a 3-unit play.",118-110,0,0,1,0,0,0,-524,390,,234.5,-115,-110,-11.5,-105,11.5,-115,gemini,2025-12-02T02:00:00.000Z,2025-12-01 18:00:00-08:00,2025-12-01 14:18:54+00:00,2025-12-01
2,261870,Wizards vs Bucks,Wizards +10.5,-115,3,91,"The Wizards are another massive road underdog. The Bucks have been inconsistent, and this large spread offers significant value, perfectly aligning with our highest-ROI betting pattern.",114-106,1,0,0,0,0,0,330,-425,,231.5,-110,-110,10.5,-115,-10.5,-105,gemini,2025-12-02T00:00:00.000Z,2025-12-01 16:00:00-08:00,2025-12-01 14:18:54+00:00,2025-12-01
3,261869,Pacers vs Cavaliers,Pacers +4.5,-110,2,88,"The Pacers are a strong home team and 4.5 points against a good Cavaliers team is a good line for an underdog that could win outright. This is a rare Home Dog Spread pick, but the value is too good to pass up.",115-113,1,0,0,0,0,0,160,-191,,231.5,-110,-110,4.5,-110,-4.5,-110,gemini,2025-12-02T00:00:00.000Z,2025-12-01 16:00:00-08:00,2025-12-01 14:18:54+00:00,2025-12-01
4,261877,Lakers vs Suns,Suns +4.5,-105,2,85,The Suns are a solid away dog receiving 4.5 points against the Lakers. This is a tight rivalry game where the spread acts as an insurance policy. The slightly better odds (-105) add to the value.,117-115,0,0,1,0,0,0,-198,169,,235.5,-105,-110,-4.5,-115,4.5,-105,gemini,2025-12-02T03:00:00.000Z,2025-12-01 19:00:00-08:00,2025-12-01 14:18:54+00:00,2025-12-01
5,261871,Pistons vs Hawks,Hawks +9.5,-105,2,82,Another large road underdog spread at 9.5 points. The Pistons are favorites but have struggled to maintain large leads. The slightly lower odds on the underdog spread (-105) are a plus.,116-110,0,0,1,0,0,0,-425,330,,233.0,-110,-110,-9.5,-115,9.5,-105,gemini,2025-12-02T00:00:00.000Z,2025-12-01 16:00:00-08:00,2025-12-01 14:18:54+00:00,2025-12-01
6,261875,Jazz vs Rockets,Under 234.5,-110,1,78,"The Rockets are heavy favorites with a strong defense at home. The Jazz's offense can struggle on the road. The total has held steady, and the Rockets will look to grind this one out, supporting the Under.",119-105,0,0,0,0,0,1,472,-650,,234.5,-108,-110,11.5,-105,-11.5,-115,gemini,2025-12-02T02:00:00.000Z,2025-12-01 18:00:00-08:00,2025-12-01 14:18:54+00:00,2025-12-01
7,261874,Heat vs Clippers,Heat -6.5,-110,1,75,"The Heat are solid at home and the Clippers have been inconsistent. Given the spread movement has been stable, trusting the Heat's defensive efficiency to cover a moderate home favorite spread.",112-104,1,0,0,0,0,0,-258,210,,236.5,-108,-110,-6.5,-110,6.5,-110,gemini,2025-12-02T00:30:00.000Z,2025-12-01 16:30:00-08:00,2025-12-01 14:18:54+00:00,2025-12-01
8,261873,Magic vs Bulls,Bulls +9.5,-115,1,73,"The Bulls are a decent team getting a very high number of points (9.5) on the road against the Magic. We lean toward the dog here due to the spread size, despite the Magic's home strength.",118-112,0,0,1,0,0,0,-370,292,,239.5,-110,-110,-9.5,-105,9.5,-115,gemini,2025-12-02T00:30:00.000Z,2025-12-01 16:30:00-08:00,2025-12-01 14:18:54+00:00,2025-12-01
9,261872,Nets vs Hornets,Under 228.5,-110,1,71,"Both teams can play at a slower pace and have decent defensive efficiency. The total score has not moved much, suggesting this line is correct. We take the Under in a low-conviction pick due to volatile totals results.",112-108,0,0,0,0,0,1,160,-191,,228.5,-115,-110,4.5,-110,-4.5,-110,gemini,2025-12-02T00:30:00.000Z,2025-12-01 16:30:00-08:00,2025-12-01 14:18:54+00:00,2025-12-01
1,261873,Magic vs Bulls,Magic -9.5,-110,3,88,"Dominant Home Favorite Pattern: Orlando's elite defense and size mismatch at home mirror successful 'Blowout Favorite' patterns (e.g., Spurs -10.5, Thunder -14.5). Bulls struggle on the road.",115-102,1,0,0,0,0,0,-370,292,,239.5,-110,-110,-9.5,-105,9.5,-115,chatgpt,2025-12-02T00:30:00.000Z,2025-12-01 16:30:00-08:00,2025-12-01 18:00:00+00:00,2025-12-01
2,261874,Heat vs Clippers,Heat -6.5,-110,3,85,Quality Home Favorite: Miami is very strong at home. The Clippers are on a long road trip. This fits the 'Home Team in Control' pattern that has been consistently profitable.,121-112,1,0,0,0,0,0,-258,210,,236.5,-108,-110,-6.5,-110,6.5,-110,chatgpt,2025-12-02T00:30:00.000Z,2025-12-01 16:30:00-08:00,2025-12-01 18:00:00+00:00,2025-12-01
3,261871,Pistons vs Hawks,Hawks +9.5,-105,3,92,"Quality Underdog with Points: The most profitable pattern historically has been underdogs getting significant points, especially when the line is inflated. Hawks' offense can keep this within single digits.",118-114,0,0,1,0,0,0,-425,330,,233.0,-110,-110,-9.5,-115,9.5,-105,chatgpt,2025-12-02T00:00:00.000Z,2025-12-01 16:00:00-08:00,2025-12-01 18:00:00+00:00,2025-12-01
4,261876,Nuggets vs Mavericks,Nuggets -11.5,-105,2,78,"Elite Home Blowout: Jokic at altitude vs. a potentially Luka-managed Mavs team. Denver's need for a statement win aligns with large home favorite covers (e.g., Thunder, Warriors).",119-105,1,0,0,0,0,0,-524,390,,234.5,-115,-110,-11.5,-105,11.5,-115,chatgpt,2025-12-02T02:00:00.000Z,2025-12-01 18:00:00-08:00,2025-12-01 18:00:00+00:00,2025-12-01
5,261869,Pacers vs Cavaliers,Cavaliers -4.5,-110,3,90,Elite Team at Home: The Cavaliers are undefeated at home with a lockdown defense. Pacers on a back-to-back is a classic fade spot. This is a 'Proven Winner' pattern.,118-109,1,0,0,0,0,0,160,-191,,231.5,-110,-110,4.5,-110,-4.5,-110,chatgpt,2025-12-02T00:00:00.000Z,2025-12-01 16:00:00-08:00,2025-12-01 18:00:00+00:00,2025-12-01
6,261875,Jazz vs Rockets,Rockets -11.5,-115,2,80,"Defensive Mismatch: Houston's length should suffocate the Jazz, the worst team in the West. This is a 'Systematic Destruction' pattern similar to Rockets -16.5 vs. Wizards.",121-106,0,0,1,0,0,0,472,-650,,234.5,-108,-110,11.5,-105,-11.5,-115,chatgpt,2025-12-02T02:00:00.000Z,2025-12-01 18:00:00-08:00,2025-12-01 18:00:00+00:00,2025-12-01
7,261870,Wizards vs Bucks,Bucks -10.5,-105,2,82,Giannis vs. Weak Defense: The Wizards have the worst record. Giannis should dominate the interior. This is a 'Bounce-Back Blowout' pattern for a talented team needing a win.,125-111,0,0,1,0,0,0,330,-425,,231.5,-110,-110,10.5,-115,-10.5,-105,chatgpt,2025-12-02T00:00:00.000Z,2025-12-01 16:00:00-08:00,2025-12-01 18:00:00+00:00,2025-12-01
8,261877,Lakers vs Suns,Lakers -4.5,-115,2,76,Star Power at Home: LeBron/AD are healthy at home against an inconsistent Suns road team. This fits the 'Home Revenge' narrative and manageable spread.,118-111,1,0,0,0,0,0,-198,169,,235.5,-105,-110,-4.5,-115,4.5,-105,chatgpt,2025-12-02T03:00:00.000Z,2025-12-01 19:00:00-08:00,2025-12-01 18:00:00+00:00,2025-12-01
9,261872,Nets vs Hornets,Hornets -4.5,-110,2,83,Home Court Advantage: Hornets' offense is clicking at home. The Nets are a poor road team. This is a 'Home Team in a Get-Right Spot' pattern.,116-109,0,0,1,0,0,0,160,-191,,228.5,-115,-110,4.5,-110,-4.5,-110,chatgpt,2025-12-02T00:30:00.000Z,2025-12-01 16:30:00-08:00,2025-12-01 18:00:00+00:00,2025-12-01
10,261869,Pacers vs Cavaliers,Under 231.5,-110,1,74,Defensive Pace Control: The Cavs' elite defense combined with Pacers' B2B fatigue should limit transition opportunities and keep the total under. This follows a strong historical trend on Unders in similar spots.,118-109,0,0,0,0,0,1,160,-191,,231.5,-110,-110,4.5,-110,-4.5,-110,chatgpt,2025-12-02T00:00:00.000Z,2025-12-01 16:00:00-08:00,2025-12-01 18:00:00+00:00,2025-12-01
1,261878,76ers vs Wizards,76ers -13.5,-105,3,91,Philly revenge spot at home; Wizards worst team in NBA; talent mismatch overwhelming,124-107,1,0,0,0,0,0,-850,555,,235.5,-110,-110,-13.5,-105,13.5,-115,claude,2025-12-03T00:00:00.000Z,2025-12-02 16:00:00-08:00,2025-12-02 20:00:00+00:00,2025-12-02
2,261882,Pelicans vs Timberwolves,Timberwolves -12.5,-110,3,89,Minnesota elite at home; Pelicans depleted roster; Edwards dominance,122-106,0,0,1,0,0,0,472,-662,,231.5,-110,-110,12.5,-110,-12.5,-110,claude,2025-12-03T01:00:00.000Z,2025-12-02 17:00:00-08:00,2025-12-02 20:00:00+00:00,2025-12-02
3,261883,Warriors vs Thunder,Thunder -11.5,-110,3,87,OKC best team in West; Warriors road struggles; size/defense advantage,118-104,0,0,1,0,0,0,432,-587,,223.5,-110,-110,11.5,-110,-11.5,-110,claude,2025-12-03T04:00:00.000Z,2025-12-02 20:00:00-08:00,2025-12-02 20:00:00+00:00,2025-12-02
4,261879,Raptors vs Trail Blazers,Raptors -4.5,-115,2,84,Toronto home court strong; Blazers worst road team; Barrett/Barnes clicking,115-108,1,0,0,0,0,0,-199,166,,230.5,-112,-108,-4.5,-115,4.5,-105,claude,2025-12-03T00:30:00.000Z,2025-12-02 16:30:00-08:00,2025-12-02 20:00:00+00:00,2025-12-02
5,261881,Spurs vs Grizzlies,Spurs -5.5,-108,2,82,San Antonio home court advantage; Memphis inconsistent on road; Wemby factor,119-111,1,0,0,0,0,0,-205,170,,232.0,-110,-110,-5.5,-108,5.5,-112,claude,2025-12-03T01:00:00.000Z,2025-12-02 17:00:00-08:00,2025-12-02 20:00:00+00:00,2025-12-02
6,261880,Celtics vs Knicks,Under 230.5,-112,2,80,Two elite defenses; playoff intensity; slower pace expected,112-109,0,0,0,0,0,1,-108,-112,,230.5,-112,-110,1.0,-114,-1.0,-106,claude,2025-12-03T01:00:00.000Z,2025-12-02 17:00:00-08:00,2025-12-02 20:00:00+00:00,2025-12-02
7,261883,Warriors vs Thunder,Under 223.5,-110,2,78,OKC elite defense; Warriors struggle to score vs length; low pace,118-104,0,0,0,0,0,1,432,-587,,223.5,-110,-110,11.5,-110,-11.5,-110,claude,2025-12-03T04:00:00.000Z,2025-12-02 20:00:00-08:00,2025-12-02 20:00:00+00:00,2025-12-02
8,261879,Raptors vs Trail Blazers,Under 230.5,-108,1,76,Toronto locks down at home; Blazers offensive struggles; grind-it-out game,115-108,0,0,0,0,0,1,-199,166,,230.5,-112,-108,-4.5,-115,4.5,-105,claude,2025-12-03T00:30:00.000Z,2025-12-02 16:30:00-08:00,2025-12-02 20:00:00+00:00,2025-12-02
9,261880,Celtics vs Knicks,Knicks -1.0,-106,1,74,Close rivalry game; Knicks slight edge at home; Brunson in form,112-111,0,0,1,0,0,0,-108,-112,,230.5,-112,-110,1.0,-114,-1.0,-106,claude,2025-12-03T01:00:00.000Z,2025-12-02 17:00:00-08:00,2025-12-02 20:00:00+00:00,2025-12-02
10,261878,76ers vs Wizards,Under 235.5,-110,1,72,Philly defense clamps down; blowout potential limits scoring,124-107,0,0,0,0,0,1,-850,555,,235.5,-110,-110,-13.5,-105,13.5,-115,claude,2025-12-03T00:00:00.000Z,2025-12-02 16:00:00-08:00,2025-12-02 20:00:00+00:00,2025-12-02
1,261882,Pelicans vs Timberwolves,Timberwolves -12.5,-110,3,90,"Timberwolves are one of the most talented teams and have crushed weaker opponents; your history shows success backing strong favorites in this range, and -12.5 matches away_spread_last exactly.",107-122,0,0,1,0,0,0,472,-662,,231.5,-110,-110,12.5,-110,-12.5,-110,perplexity,2025-12-03T01:00:00.000Z,2025-12-02 17:00:00-08:00,2025-12-02 23:42:00+00:00,2025-12-02
2,261883,Warriors vs Thunder,Thunder -11.5,-110,3,90,Thunder project as a top title contender with elite metrics and have covered big numbers in spots like this; -11.5 as the exact away_spread_last fits prior profitable big-favorite patterns.,110-123,0,0,1,0,0,0,432,-587,,223.5,-110,-110,11.5,-110,-11.5,-110,perplexity,2025-12-03T04:00:00.000Z,2025-12-02 20:00:00-08:00,2025-12-02 23:42:00+00:00,2025-12-02
3,261879,Raptors vs Trail Blazers,Raptors -4.5,-115,2,88,Toronto is mid-pack ATS while Portland is heavily over toward high-scoring but mediocre ATS; laying only -4.5 at home is modest and matches home_spread_last and odds.,118-110,1,0,0,0,0,0,-199,166,,230.5,-112,-108,-4.5,-115,4.5,-105,perplexity,2025-12-03T00:30:00.000Z,2025-12-02 16:30:00-08:00,2025-12-02 23:42:00+00:00,2025-12-02
4,261878,76ers vs Wizards,76ers -13.5,-105,2,86,"Washington is bottom-tier ATS and regularly blown out, while Philadelphia is above 50% ATS; -13.5 home_spread_last is big but aligned with their margins.",126-108,1,0,0,0,0,0,-850,555,,235.5,-110,-110,-13.5,-105,13.5,-115,perplexity,2025-12-03T00:00:00.000Z,2025-12-02 16:00:00-08:00,2025-12-02 23:42:00+00:00,2025-12-02
5,261881,Spurs vs Grizzlies,Spurs -5.5,-108,2,84,San Antonio is slightly profitable ATS while Memphis has struggled; Spurs -5.5 at home is a comfortable single-digit favorite spot from home_spread_last.,118-110,1,0,0,0,0,0,-205,170,,232.0,-110,-110,-5.5,-108,5.5,-112,perplexity,2025-12-03T01:00:00.000Z,2025-12-02 17:00:00-08:00,2025-12-02 23:42:00+00:00,2025-12-02
6,261880,Celtics vs Knicks,Under 230.5,-108,1,79,"Boston and New York both sit around league average in OU results, and 230.5 is a healthy total; your log has done well in similar marquee games taking slightly inflated numbers under.",114-112,0,0,0,0,0,1,-108,-112,,230.5,-112,-110,1.0,-114,-1.0,-106,perplexity,2025-12-03T01:00:00.000Z,2025-12-02 17:00:00-08:00,2025-12-02 23:42:00+00:00,2025-12-02
7,261880,Celtics vs Knicks,Knicks +1.0,-106,1,78,"Knicks have been one of the stronger ATS teams, and catching +1.0 as away_spread_last is effectively a short dog in a coin-flip matchup.",111-113,0,0,1,0,0,0,-108,-112,,230.5,-112,-110,1.0,-114,-1.0,-106,perplexity,2025-12-03T01:00:00.000Z,2025-12-02 17:00:00-08:00,2025-12-02 23:42:00+00:00,2025-12-02
8,261879,Raptors vs Trail Blazers,Under 230.5,-112,1,76,Portland has trended over but 230.5 is high for a game with a clear favorite; large totals with a strong home side often lean under when the dog’s scoring dips.,119-106,0,0,0,0,0,1,-199,166,,230.5,-112,-108,-4.5,-115,4.5,-105,perplexity,2025-12-03T00:30:00.000Z,2025-12-02 16:30:00-08:00,2025-12-02 23:42:00+00:00,2025-12-02
9,261881,Spurs vs Grizzlies,Under 232.0,-110,1,75,"League-wide, not all high-230s reach the number, and both teams are closer to average in pace; 232.0 from total_score_last is enough to justify a small under position.",116-110,0,0,0,0,0,1,-205,170,,232.0,-110,-110,-5.5,-108,5.5,-112,perplexity,2025-12-03T01:00:00.000Z,2025-12-02 17:00:00-08:00,2025-12-02 23:42:00+00:00,2025-12-02
10,261878,76ers vs Wizards,Over 235.5,-110,1,74,"Washington is one of the league’s best over teams, and 235.5 aligns with their high-scoring profile; if the 76ers’ offense rolls, both sides can push this past the total.",128-112,0,0,0,0,1,0,-850,555,,235.5,-110,-110,-13.5,-105,13.5,-115,perplexity,2025-12-03T00:00:00.000Z,2025-12-02 16:00:00-08:00,2025-12-02 23:42:00+00:00,2025-12-02
1,261878,76ers vs Wizards,Wizards +13.5,-115,3,96,Trend Play: Massive road dogs (>10pts) are 3-0 in the last dataset. Wizards are coming off a confidence-boosting win vs Bucks. 13.5 is too many points for a team playing fast offense.,124-118,0,0,1,0,0,0,-850,555,,235.5,-114,-112,-13.5,-105,13.5,-115,gemini,2025-12-03T00:00:00.000Z,2025-12-02 16:00:00-08:00,2025-12-02 18:00:00+00:00,2025-12-02
2,261883,Warriors vs Thunder,Warriors +11.5,-110,3,94,"Home Dog Value: Even without stars, the Warriors system at home is competitive. Betting double-digit home dogs is a high-percentage variance play in the NBA.",115-108,1,0,0,0,0,0,432,-587,,223.5,-110,-110,11.5,-110,-11.5,-110,gemini,2025-12-03T04:00:00.000Z,2025-12-02 20:00:00-08:00,2025-12-02 18:00:00+00:00,2025-12-02
3,261882,Pelicans vs Timberwolves,Pelicans +12.5,-110,3,91,Market Overreaction: Similar to the Warriors pick. The Timberwolves are elite but prone to playing down to competition. 12.5 points covers a standard 10-point loss.,118-110,1,0,0,0,0,0,472,-662,,231.5,-110,-110,12.5,-110,-12.5,-110,gemini,2025-12-03T01:00:00.000Z,2025-12-02 17:00:00-08:00,2025-12-02 18:00:00+00:00,2025-12-02
4,261880,Celtics vs Knicks,Celtics -1.0,-106,2,88,"Tight Spread: In near pick'em games involving elite teams, home court is the deciding factor. Celtics at home laying only 1 point is value.",114-110,1,0,0,0,0,0,-108,-112,,230.5,-112,-110,-1.0,-106,1.0,-106,gemini,2025-12-03T01:00:00.000Z,2025-12-02 17:00:00-08:00,2025-12-02 18:00:00+00:00,2025-12-02
5,261881,Spurs vs Grizzlies,Spurs -5.5,-108,2,85,Line Read: Spurs favored by multiple possessions suggests confidence in their matchup advantage versus a struggling Grizzlies squad.,118-110,1,0,0,0,0,0,-205,170,,232.0,-110,-110,-5.5,-108,5.5,-112,gemini,2025-12-03T01:00:00.000Z,2025-12-02 17:00:00-08:00,2025-12-02 18:00:00+00:00,2025-12-02
6,261879,Raptors vs Trail Blazers,Trail Blazers +5.5,-115,2,82,Competitive Dog: Raptors are inconsistent favorites. Blazers have shown ability to score enough to stay within two possessions.,116-113,0,0,1,0,0,0,-218,180,,231.5,-110,-110,-5.5,-105,5.5,-115,gemini,2025-12-03T00:30:00.000Z,2025-12-02 16:30:00-08:00,2025-12-02 18:00:00+00:00,2025-12-02
7,261878,76ers vs Wizards,Over 235.5,-114,1,78,Pace Play: Wizards play zero defense and fast pace. 76ers will score at will. Game script points to a shootout.,124-118,0,0,0,0,1,0,-850,555,,235.5,-114,-112,-13.5,-105,13.5,-115,gemini,2025-12-03T00:00:00.000Z,2025-12-02 16:00:00-08:00,2025-12-02 18:00:00+00:00,2025-12-02
8,261880,Celtics vs Knicks,Under 230.5,-110,1,75,"Defensive Intensity: A rivalry game with a tight spread often leads to slower, half-court execution in the 4th quarter.",114-110,0,0,0,0,0,1,-108,-112,,230.5,-112,-110,-1.0,-106,1.0,-106,gemini,2025-12-03T01:00:00.000Z,2025-12-02 17:00:00-08:00,2025-12-02 18:00:00+00:00,2025-12-02
1,261883,Warriors vs Thunder,Warriors -11.5,-110,3,90,"Home favorite by 11.5, strong home side and matchup favors Warriors to cover.",125-110,1,0,0,0,0,0,432,-587,,223.5,-110,-110,-11.5,-110,11.5,-110,chatgpt,2025-12-03T04:00:00.000Z,2025-12-02 20:00:00-08:00,2025-12-02 15:00:00+00:00,2025-12-02
2,261880,Celtics vs Knicks,Knicks -1.0,-106,2,84,Road favorite by -1.0; small-edge road pick with matchup confidence.,112-114,0,0,1,0,0,0,-108,-112,,230.5,-112,-110,1.0,-114,-1.0,-106,chatgpt,2025-12-03T01:00:00.000Z,2025-12-02 17:00:00-08:00,2025-12-02 15:00:00+00:00,2025-12-02
3,261879,Raptors vs Trail Blazers,Raptors -4.5,-115,2,83,Home Raptors -4.5; home advantage + matchup gives edge to cover.,112-107,1,0,0,0,0,0,-199,166,,230.5,-112,-108,-4.5,-115,4.5,-105,chatgpt,2025-12-03T00:30:00.000Z,2025-12-02 16:30:00-08:00,2025-12-02 15:00:00+00:00,2025-12-02
4,261881,Spurs vs Grizzlies,Spurs -5.5,-108,2,82,Spurs at home -5.5; favorable matchup and home tilt to cover.,110-103,1,0,0,0,0,0,-205,170,,232.0,-110,-110,-5.5,-108,5.5,-112,chatgpt,2025-12-03T01:00:00.000Z,2025-12-02 17:00:00-08:00,2025-12-02 15:00:00+00:00,2025-12-02
5,261883,Warriors vs Thunder,Warriors ML,-587,1,80,Heavy home ML favorite (low payout) used as tracking stake.,125-110,0,1,0,0,0,0,432,-587,,223.5,-110,-110,-11.5,-110,11.5,-110,chatgpt,2025-12-03T04:00:00.000Z,2025-12-02 20:00:00-08:00,2025-12-02 15:00:00+00:00,2025-12-02
6,261882,Pelicans vs Timberwolves,Timberwolves -12.5,-110,1,75,Timberwolves strong road favorite (away_spread implied -12.5); moderate unit because of large spread.,104-121,0,0,1,0,0,0,472,-662,,231.5,-110,-110,12.5,-110,-12.5,-110,chatgpt,2025-12-03T01:00:00.000Z,2025-12-02 17:00:00-08:00,2025-12-02 15:00:00+00:00,2025-12-02
7,261878,76ers vs Wizards,76ers -13.5,-105,1,75,76ers heavy home favorite -13.5; small unit to capture large favorite edge.,130-108,1,0,0,0,0,0,-850,555,,235.5,-114,-112,-13.5,-105,13.5,-115,chatgpt,2025-12-03T00:00:00.000Z,2025-12-02 16:00:00-08:00,2025-12-02 15:00:00+00:00,2025-12-02
8,261880,Celtics vs Knicks,Under 230.5,-110,1,74,Expect slow pace and defense; small unit on under 230.5.,105-103,0,0,0,0,0,1,-108,-112,,230.5,-112,-110,1.0,-114,-1.0,-106,chatgpt,2025-12-03T01:00:00.000Z,2025-12-02 17:00:00-08:00,2025-12-02 15:00:00+00:00,2025-12-02
9,261882,Pelicans vs Timberwolves,Over 231.5,-110,1,72,Contrarian small unit on over if Wolves push tempo and Pelicans score.,118-115,0,0,0,0,1,0,472,-662,,231.5,-110,-110,12.5,-110,-12.5,-110,chatgpt,2025-12-03T01:00:00.000Z,2025-12-02 17:00:00-08:00,2025-12-02 15:00:00+00:00,2025-12-02
10,261879,Raptors vs Trail Blazers,Trail Blazers ML,166,1,72,Small ML hedge on Trail Blazers (away_money_line_last = 166) to complement spread stance.,104-110,0,0,0,1,0,0,-199,166,,230.5,-112,-108,-4.5,-115,4.5,-105,chatgpt,2025-12-03T00:30:00.000Z,2025-12-02 16:30:00-08:00,2025-12-02 15:00:00+00:00,2025-12-02
